date,open,high,low,close,volume
2021-08-02,133.92944031056783,134.14700879243682,132.6180702965275,133.66925048828125,21634000
2021-08-03,133.94725240636728,134.53900531485272,132.14771857757245,134.4379119873047,20762000
2021-08-04,134.15986590683238,134.45723212121203,133.30494371224364,133.93783569335938,19676000
2021-08-05,134.48797455260816,135.15159999068044,133.6608059857469,135.053955078125,17870000
2021-08-06,134.84627027355822,135.27298265571096,134.0215823867946,134.54542541503906,20488000
2021-08-09,134.7476505132301,135.97823930808275,134.1499385485314,135.70960998535156,17760000
2021-08-10,136.13485470912244,136.56158228756237,135.16595290851137,135.6045684814453,19414000
2021-08-11,135.97578664479468,136.47237514518056,135.07378119338873,135.0812225341797,15352000
2021-08-12,134.7803631501877,136.0932302954075,134.23520937229634,135.9881591796875,16506000
2021-08-13,136.04368651541876,136.6448621761121,135.82859848405317,136.51698303222656,15948000
2021-08-16,136.31625185991177,137.14639993489493,134.10981879520125,137.09385681152344,22384000
2021-08-17,136.53927624045247,137.0502482689052,134.8859374907993,135.46034240722656,21716000
2021-08-18,135.3002411007768,135.89943526363484,134.13210212068796,134.25848388671875,19258000
2021-08-19,133.25390393778633,135.1540470600647,133.07003326839052,134.48745727539062,21782000
2021-08-20,134.80463305716486,136.34497507893207,134.0612251542761,136.22157287597656,31194000
2021-08-23,136.75684366705852,139.63630956779562,136.39802587425726,138.81063842773438,28454000
2021-08-24,139.37561670216243,140.83121539533298,139.10502114709683,140.01991271972656,19268000
2021-08-25,140.38024143327524,140.93977888826373,140.13343694103298,140.8302459716797,15848000
2021-08-26,140.50411569948363,141.1657446019955,140.1145645733413,140.1973419189453,20610000
2021-08-27,140.40746320935864,143.2423262781944,140.25332765406952,142.73829650878906,28780000
2021-08-30,143.13080955855443,144.6875166286591,142.89589312218945,143.31964111328125,24434000
2021-08-31,143.8712627569478,143.89553786032653,143.01287695186656,143.4257049560547,22448000
2021-09-01,143.72554217822025,144.96851813744988,143.61006529217806,143.93914794921875,21936000
2021-09-02,143.93964934296415,144.24047911372418,141.92649470207718,142.02760314941406,32342000
2021-09-03,141.82291558838094,142.8879648593255,141.14888450599227,142.4761199951172,19850000
2021-09-07,142.57031097305716,143.29438972638894,142.3567051696293,143.01239013671875,20124000
2021-09-08,142.8334564312198,143.1308075175627,141.7431186990499,142.42803955078125,18344000
2021-09-09,142.5762555754694,143.04212585693128,141.91908838731538,142.27938842773438,15314000
2021-09-10,142.94494785456573,143.44651225924972,139.50099932298838,139.63778686523438,36840000
2021-09-13,140.7018679540071,141.6935778474216,140.00852254788668,141.08151245117188,22094000
2021-09-14,141.73866598781828,142.10294377890315,140.50411441226078,141.2916259765625,19674000
2021-09-15,141.51663270038054,143.18087624925593,140.10515271027106,143.16006469726562,27408000
2021-09-16,142.68527016924585,143.03170083482422,141.14988885441545,142.34776306152344,26190000
