date,open,high,low,close,volume
2021-08-02,134.15224161158034,136.28766344718284,133.305139022218,133.39337158203125,10203200
2021-08-03,134.08163819631307,135.29054401563636,131.93739729261122,134.91110229492188,10394800
2021-08-04,133.46397363611462,135.3346709744882,133.1639586789139,133.4551544189453,10155000
2021-08-05,134.37285936753747,135.61705575127223,134.1346058449287,135.1405487060547,9151500
2021-08-06,136.94064733660412,139.26138040886985,136.87005321094915,138.97900390625,13328800
2021-08-09,138.9966846687459,139.90556234556138,137.56717689016415,138.8290252685547,9516900
2021-08-10,138.3083889436853,141.16737716497397,137.92894717656085,140.53204345703125,8667000
2021-08-11,141.1850689590071,142.5086789804978,140.3732564282277,142.2086639404297,9156500
2021-08-12,142.84395317663672,143.27632369791723,141.6703510420337,142.7645263671875,8844200
2021-08-13,142.76452710451028,143.09102663193553,140.80559726222518,141.16737365722656,8980900
2021-08-16,140.24970792744102,140.32912129040702,138.34370642951905,140.24087524414062,8755800
2021-08-17,139.04078977792128,140.17908816578048,137.0112522647953,138.546630859375,9347200
2021-08-18,137.92895827473794,139.42904663635017,137.07302289001214,137.28480529785156,8065500
2021-08-19,135.14935874048683,137.26712857814314,135.01698971035066,136.1376495361328,9517700
2021-08-20,136.1994538326342,136.6847666544991,135.1493879034477,136.52593994140625,6974100
2021-08-23,137.06417890748125,138.61720922433867,136.98476556806037,138.2730712890625,7934600
2021-08-24,138.53780239950194,139.90553498869335,138.4230852608647,139.12901306152344,7670900
2021-08-25,139.87022366767383,142.75569616047386,139.24372270833126,141.996826171875,11335000
2021-08-26,143.17923989037837,144.5646242297973,142.1997683690645,142.72921752929688,11027500
2021-08-27,142.7292119474304,143.97340800020234,142.29682803466864,143.8763427734375,8780200
2021-08-30,144.01754199136514,144.2646146848037,141.07912731820102,141.57327270507812,7937600
2021-08-31,141.5732683318009,142.39389972441805,140.61144870030827,141.14088439941406,12340800
2021-09-01,141.37914567739637,141.85563917935198,140.27613774611248,140.9379425048828,8729900
2021-09-02,141.2026661804312,142.60568902840595,140.68203620727675,141.59092712402344,8813300
2021-09-03,141.52916097908056,141.97036417603067,140.43497220344116,140.73500061035156,7959700
2021-09-07,141.17617555260935,142.4027196560747,140.2672982259491,140.48789978027344,9285600
2021-09-08,140.20555764814247,140.81442024143067,139.4555067940577,139.86141967773438,7852700
2021-09-09,139.65844844234337,141.91740640909688,139.49078909154576,140.4702606201172,7904300
2021-09-10,141.67918204737174,141.82037031541444,138.73194764036526,138.85548400878906,8311600
2021-09-13,139.88790588012023,141.22916757343177,139.482006417122,141.06150817871094,10052800
2021-09-14,141.5821189023699,142.3674601414158,137.88483354778205,138.59959411621094,11685600
2021-09-15,138.29076421919348,140.0291063082809,138.0701625679332,139.56143188476562,11691500
2021-09-16,140.66441677718925,141.9350842317079,138.73194447881332,139.4996337890625,10880900
2021-09-17,138.8731062673003,140.31141936457183,138.53778756838295,139.1378173828125,25581600
2021-09-20,135.79356265286674,136.38477350927604,132.79338534418665,134.97293090820312,15819900
2021-09-21,135.4758504940612,136.37590877203897,134.63756712564353,134.9905242919922,8999900
2021-09-22,136.9494742842582,138.75841014598367,136.86124172054812,137.57598876953125,11236200
2021-09-23,139.42019647277522,142.6939297953238,139.1290007758004,142.2262420654297,12336100
2021-09-24,142.45568113348585,144.3528493713746,141.90859351342442,143.86752319335938,10102400
2021-09-27,145.59706204793278,147.71483211012122,145.2529240762158,147.34422302246094,13220900
2021-09-28,147.97955822002362,149.3914139186296,146.1794549955321,146.55006408691406,13387900
2021-09-29,146.66479808898353,147.2736472962202,145.632370580359,146.43536376953125,7777100
2021-09-30,147.29123876374368,147.3530136596209,143.64689691158245,144.44107055664062,13161200
2021-10-01,144.71465654441621,148.50900693938615,144.36169935326012,147.47659301757812,11285000
2021-10-04,147.33540092187218,150.39735227429443,146.2412121146315,147.3177490234375,14120000
2021-10-05,148.4362684606215,151.03729209525454,147.95689013320944,149.7234649658203,12292900
2021-10-06,149.1287211610751,150.11409508867152,147.36214598043946,150.04307556152344,8692600
2021-10-07,151.97830912279974,152.25350132856548,150.50468439031033,150.99293518066406,10195400
2021-10-08,150.930795361939,152.10258366508177,150.29163318001045,151.10833740234375,8190100
2021-10-11,151.623169660543,152.05814548672103,147.77045309550454,147.93023681640625,12154700
2021-10-12,147.14020278889987,147.97466523143729,146.27023735853876,146.7939910888672,13032600
2021-10-13,145.64879469908428,146.83834088548312,142.5683932068052,142.92347717285156,22753500
2021-10-14,143.5892947185567,145.59554521193775,142.08903964199308,145.11618041992188,15176800
2021-10-15,146.78509865931744,148.40074852337628,145.71094717266894,147.90362548828125,14267400
2021-10-18,147.7882251588793,149.67908081294712,147.28222973680852,147.85037231445312,12672900
2021-10-19,148.60492144060018,149.71457591236566,147.87699515082716,149.64356994628906,8053900
2021-10-20,149.4038644672004,151.68530676822732,148.65817999457113,151.65867614746094,8185600
2021-10-21,151.58768893451537,152.09369792803645,149.74122207639823,150.4691619873047,8415200
2021-10-22,150.93964771015538,152.76835622047847,150.64669728681417,152.4931640625,8817900
2021-10-25,153.31877236365895,153.54070329759966,151.33913868008358,151.74749755859375,10159200
2021-10-26,151.80076917119132,153.1234825041247,151.39241026482318,152.15585327148438,8015100
2021-10-27,151.19705415761553,151.53437983453048,148.55162870485327,148.9866180419922,9847000
2021-10-28,149.40386623879314,151.36572756830142,149.10204350280503,151.23257446289062,7212900
2021-10-29,151.96054156249457,152.9015400943602,150.37152204624095,150.8153839111328,8140100
2021-11-01,152.7239658757041,152.98141331145612,150.0341643863311,150.7354736328125,7435500
2021-11-02,150.73547277416088,152.413269867337,149.95427165713926,151.3302459716797,7173800
2021-11-03,151.02839991312652,151.91612339269238,150.15842115033055,151.38348388671875,8402700
2021-11-04,150.91301764530465,151.09055966282864,147.79711256915726,149.39500427246094,9574200
2021-11-05,149.93653336546495,150.992926777002,148.61383367000195,149.18197631835938,7975600
2021-11-08,150.06969514423858,151.72973413916023,149.79450296279046,150.0785675048828,6413700
2021-11-09,148.56051566639584,149.55476153484415,147.89472311972048,148.94223022460938,7990300
2021-11-10,148.64935102716427,149.98093675785657,148.32976990997452,148.80026245117188,6999200
2021-11-11,148.7114899474693,149.74123922743578,148.16109199831212,148.7913818359375,5815300
2021-11-12,148.8268602787252,148.90676569960334,147.11356018475198,148.1255645751953,8113400
2021-11-15,148.4362661266297,148.95113388414381,147.3621146322042,147.85923767089844,6492500
2021-11-16,148.30311866476382,148.31200457091123,146.58093252515914,146.7939910888672,9706100
2021-11-17,146.6608419388863,146.97153711395157,145.04517826442645,146.00392150878906,9909600
2021-11-18,145.93289363536465,146.34125248380784,144.30835769306057,144.74334716796875,8122500
2021-11-19,143.18980203024702,143.9088558917823,141.5475081511071,142.8524627685547,12193600
2021-11-22,145.72869974467815,147.34434954562852,144.69006482715585,145.89736938476562,14549900
2021-11-23,146.91825317693468,149.6346851771418,146.80284477640728,149.38612365722656,12354400
2021-11-24,149.5459718155052,150.41593743113523,147.75276577278112,148.21438598632812,9629800
2021-11-26,143.93554295679928,144.38827723904143,140.98830685004748,143.74911499023438,13619300
2021-11-29,144.97410606515612,146.2790605448086,141.87596007306456,143.1276397705078,12104400
2021-11-30,141.2900970315363,142.5950518589473,140.51776825790085,140.9971466064453,18922600
